word,x,y
hurricane,48.51681137,-15.44555187
hit,5.259845257,-34.35956192
East,-24.92825699,31.88973236
globe,17.00107765,-23.56285858
tens,-32.85295105,-25.74623871
alarming,16.99571991,8.444642067
Antarctica,-7.723923683,-48.16266632
losing,-7.469466209,-47.89596939
metric,-13.64671707,-22.90667915
pace,28.44436264,-34.688797
Each,-26.61862755,-19.00513458
likely,26.98257256,-19.51802826
trends,31.3488102,-6.033874512
look,-5.111466408,-1.86501348
forward,4.440077305,-6.134180546
Melting,-4.547063828,-52.20999146
glaciers,-2.46770668,-50.31658936
West,1.843326926,-32.81784058
Rising,12.05484676,-31.96753883
Florida,2.446831465,-36.37711334
Gulf,1.801945686,-37.5247612
Mexico,1.835889339,-37.58061981
heavy,11.21349716,-26.72602463
downpours,10.80713081,-26.47145271
factors,36.56647491,-12.88248348
damage,2.808710814,-22.57772827
destroy,1.274896383,-22.14682388
agriculture,1.922294617,-22.66531563
fisheries,2.2026999,-23.64650917
habitats,1.863240242,-23.88788033
coral,16.59372902,-30.6147995
reefs,2.843061209,-23.93817902
plant,29.65570259,-45.19495773
animal,29.7205162,-45.16156006
infectious,3.880784273,-30.22896576
outbreaks,2.984339714,-31.46465492
common,28.28539467,36.85987854
spread,1.589395881,-30.13415527
terms,-14.56050396,23.40084076
contributors,0.83321172,11.05859566
China,-30.72443199,-14.72760773
comes,20.81573868,-47.16852188
Despite,5.774274826,13.75858402
produce,0.697712123,-8.787508011
European,-6.952625751,24.05380058
Union,-10.77795982,21.0807209
fourth,-5.68840313,24.00560379
place,-29.25248146,-30.29941177
responsibility,1.669364333,20.82672119
matters,-16.15942192,14.13309383
countries,-2.184908628,-9.953504562
matter,15.24126625,8.194148064
anything,20.81124496,-12.39162064
together,2.572735786,3.077266455
start,41.04431915,1.775137067
using,-10.13874817,0.650285363
instead,39.48407364,0.122734532
pledged,-5.259475708,-11.44018555
relative,41.79689026,13.46588612
EPA,-21.40333748,-18.22165108
proposed,-5.456456661,-12.96517944
critical,7.389481068,6.397582054
Obama,-15.06942558,-3.14340663
Department,-14.59391689,24.64723396
economy,-6.913618565,-13.8993845
standards,-5.877881527,-13.51015568
intended,10.06947994,-5.979716301
working,7.191195488,-2.112195492
car,-6.614881516,-10.23025894
recognize,12.70407104,0.977776408
remain,-18.65594101,-13.60579205
priority,1.431923389,-13.25295925
costly,9.274464607,-15.36001682
regional,11.88617516,-17.77879143
efforts,2.247728825,5.250479698
helping,-5.881206989,-10.03868103
boost,-8.208752632,-9.189474106
growing,5.076296329,-56.25867462
despite,18.70664215,-12.46726513
wind,-10.13480854,-22.56866074
employment,-13.32471466,-21.01940346
jobs,-8.935321808,-15.82655621
Globally,3.585438728,-34.94395065
Nations,-28.29951477,46.57289124
Conference,-27.04516411,42.21721268
Paris,-7.721947193,-6.282600403
agreed,0.781739414,-4.066780567
cutting,-4.179601192,-23.82795334
goal,18.23049545,-1.201598644
Celsius,-58.99488068,20.21488762
preindustrial,-21.14859962,-13.13475323
degree,40.70171356,-37.0337944
catastrophic,15.65427113,1.518390298
happen,-0.888954937,-8.324612617
Green,-21.86457825,15.99016476
international,1.806221008,3.939637184
organization,-18.49864578,6.44424963
poor,3.200901031,-5.14357996
technologies,7.661552429,-13.96505547
agreement,-5.010298729,-7.375087738
meet,-5.44951725,-11.08249187
publicly,0.41002056,3.457584858
report,-8.329833031,3.150293112
While,23.73324966,-13.8562088
withdrawal,-5.877139568,-7.176079273
harmful,10.22147369,-11.97416973
unnecessary,-5.173522949,-7.859861851
policies,-5.873484612,-8.493646622
ahead,-10.02562809,-9.897015572
without,-11.14104366,-24.83934975
Through,-5.741254807,32.67006302
Alliance,-28.3580265,34.86261368
Regional,-5.576419353,32.90117645
Gas,-26.01958084,9.835140228
business,-0.77492553,26.23499107
Agreement,2.403852224,31.76356888
populations,-15.39945126,-27.43168449
renewable,-9.865697861,-19.30434227
better,-1.502993107,25.61918831
former,1.269999146,47.81781387
Michael,-9.075865746,26.55133247
movement,-9.562948227,-7.76086235
He,-14.80154133,19.41681099
asked,17.09469223,23.17568016
share,-41.08149338,19.04384995
buildings,-14.72159672,-15.12659836
run,43.52202225,10.43488884
show,30.74433327,-22.00274086
greatest,2.975022793,-17.20970345
potential,-11.60630894,-8.658416748
total,32.59809113,-19.55601883
technical,10.15484619,39.66208267
funding,-2.413646221,-4.55641222
provided,-28.91838646,17.64816475
problem,22.2191143,6.09766674
stop,39.81049347,-14.66171265
following,14.23155785,33.32083511
easy,19.81245041,13.62491989
steps,6.431503773,15.86282921
Make,-2.991114378,-0.924384594
daily,2.348545074,-10.4557848
decisions,11.55909443,1.364438176
standard,23.74716187,0.016349018
efficiency,-5.792179108,-13.62241364
minimum,16.79828262,-50.84557724
requirements,25.95047379,15.65694141
highest,-7.052134514,-10.42099667
gas,28.10244942,-41.42585754
lowest,-0.542142332,-45.27454376
taking,-29.25164223,-30.29483795
step,-17.79496002,0.26792708
direction,-17.80999374,0.299693644
needs,9.355381012,-6.177590847
support,33.60004807,9.387342453
tell,-3.373154879,-14.33052731
representatives,-2.154128551,19.02879333
dirty,-2.661665916,-12.24542618
vital,39.62270355,-5.468166351
building,12.14942169,-29.13294411
Learn,-40.79101563,25.6609745
Hurricanes,-52.63329697,20.90389824
widespread,-5.517100334,-5.346431255
damaging,-4.970300674,-28.65073204
reason,12.85138321,14.7045145
IPCC,20.70584679,24.97827911
Report,-10.55463886,45.9146347
Why,0.808584034,39.17306137
Planet,-5.912333488,46.51774597
N,-23.39079666,21.61088943
warns,-8.988666534,4.28015852
dire,-9.036132813,4.243797302
sooner,-8.736887932,4.097939014
advice,6.096207619,20.26776886
reductions,-1.087494612,-16.96927261
I,-14.53953934,45.62385941
Inaction,-1.0507797,38.65343857
senior,-1.788691759,20.79032516
Ben,-1.361855865,20.92800331
explains,-0.965551794,21.16130066
cases,19.79609489,-24.0445652
advance,6.473298073,-9.105225563
Government,-3.541726112,40.96258926
Won,-2.426162481,39.51174545
Will,-6.80908823,33.78886795
activists,21.67521858,-37.74168015
financial,5.627127171,18.98283768
Vital,-4.236763,45.31671524
Signs,-4.272685528,45.30594635
close,22.14789009,-41.45804214
Consensus,16.09213638,42.20869064
Questions,-4.722067356,45.1509552
FAQ,-4.446345329,45.12766266
include,25.86190224,30.54651642
periods,-0.95862931,-58.50246429
duration,6.361886024,-38.8919487
intensity,6.2922225,-39.7248764
Credit,-3.806869745,28.08159065
Left,-4.17243576,28.36036491
Shutterstock,-3.445324659,28.15309906
environment,11.4805603,-14.90028858
Glaciers,19.05421448,-58.17455292
earlier,34.4347496,-22.23764992
predicted,27.401371,-49.5056839
occurring,-2.221809864,-52.39844131
loss,-7.104430676,-45.15405273
Taken,-7.450332642,7.795064449
whole,-7.787839413,7.730892658
range,-7.603400707,-36.01077271
evidence,31.34251785,12.54258728
indicates,-6.961843014,7.619403839
net,-5.390830994,7.455857754
significant,-0.6985991,-59.71353149
high,26.27904701,-15.40259743
confidence,32.05603027,-3.90007925
decades,-1.275743127,-39.2210083
largely,-3.13509202,-8.775691986
activities,42.62173462,-2.234414577
forecasts,20.69011688,37.91436768
extent,-1.226221085,-44.75296402
individual,27.30101967,-6.960153103
vary,27.52889824,-26.12187195
ability,46.54088974,-20.77957916
different,28.76449776,10.63412094
mitigate,-0.746625543,-14.51163387
increases,13.50902843,-20.14649582
beneficial,10.43208027,-11.07796097
others,42.36208725,-33.22047043
Future,-5.64789772,27.43506813
according,-2.909848928,22.3345108
Third,-11.25067806,43.55233383
Fourth,-11.29683113,43.68073654
Reports,-11.36493301,42.29372025
Continue,-6.659554958,33.79469681
Century,-14.06961536,-39.55953217
projected,12.56777096,-40.01209641
beyond,9.74195385,-9.602181435
magnitude,22.23614502,31.66252708
primarily,10.06855011,-9.039609909
amount,26.87736511,16.89376068
globally,29.53004646,-32.12866211
Earth,2.283129692,25.84667969
signs,39.43841553,-5.693935394
An,4.855685711,47.85908127
indicator,39.31487656,-5.96564436
measured,22.1901207,-19.99731255
satellites,39.36614609,-7.03812027
updated,-10.5768137,-0.878999174
GISS,35.30844879,-8.209813118
models,47.87121964,-9.987505913
visualizations,36.1320343,-8.244936943
precipitation,14.92476749,-38.07051468
scenarios,36.40365601,-8.128170967
Machine,-28.0020771,2.627055645
interactive,38.25175095,-6.3687644
visualization,37.14749908,-6.859485626
changed,25.11296654,-1.42320013
Rise,-43.70018005,33.5161705
Because,-15.32127094,-11.14336777
induced,-15.72735119,-10.7533884
superimposed,-16.37524033,-10.812603
naturally,-17.09607506,-10.55271626
varying,15.4216013,-7.943629742
Video,0.139818147,30.90673637
based,-14.19411755,0.000403825
projections,37.51152802,-9.659870148
free,5.009316444,18.07313156
length,13.07517147,33.22013092
frost,5.202669144,-56.85149384
corresponding,-6.337638378,21.33842278
grow,14.68579674,-31.62270927
month,15.04072094,-32.11317825
slightly,14.90243912,-19.33613014
smaller,14.58973503,-18.17756844
northern,12.84975338,-38.17042542
Great,-39.07213974,35.60293961
weeks,-14.63750648,7.081281185
reduced,21.93323708,-40.30573654
Visualization,-13.88635159,30.87391663
presents,12.24420834,-10.82207108
observational,42.71053696,20.01105309
Northern,-23.63470078,-41.20712662
Hemisphere,-23.63213921,-41.21481705
Changes,31.21928978,-24.12839127
Precipitation,-3.833762407,25.28257751
greater,-11.18925858,-38.43266296
national,0.767605007,-17.54769897
decreases,13.40415287,-28.80422974
winter,6.487341881,-37.11337662
Southwest,11.99709892,-39.57660675
Projections,19.90241051,26.99098396
suggest,-9.299854279,-5.794230461
decrease,11.7051239,-21.85468102
model,37.54279709,-9.712571144
percentage,22.9857769,-31.36830711
averages,23.15019989,-31.59677124
Missions,-19.35263634,24.12111092
official,-14.72592926,34.63167191
website,-47.07841492,-4.539793968
science,23.7915802,-3.275012493
snow,-9.009078979,-50.48519897
cycle,15.99741173,-47.39976883
role,14.15888596,-13.42662907
plays,13.64617538,-13.33375168
Droughts,11.87938213,-39.53031158
lasting,14.1581583,-21.78217888
everywhere,13.49108124,-23.20516014
cold,4.672111034,-38.07664108
Summer,11.49924946,-23.8728981
reduction,21.35917091,-28.11453819
soil,22.37285995,-28.76087379
three,-29.93742943,-19.49011612
nation,48.59616852,-21.85849762
half,-17.0547142,13.46627903
seen,32.70424652,30.04261971
February,-20.2802124,27.78786278
Become,-48.87985611,11.01778221
strongest,48.63359833,-19.02827644
contributions,16.80879784,20.51905441
uncertain,39.17525101,-13.7545557
associated,6.037638187,-45.18449402
continues,8.007857323,-32.61956024
nine,-27.25267982,-19.47314453
along,12.83351326,-31.00611305
video,-43.08665466,20.48674202
findings,18.87377357,33.58722305
risen,17.60591125,-33.98219299
inches,26.70081902,-33.36235428
reliable,22.18704224,-9.422293663
keeping,28.6486721,-37.65594864
began,1.390931129,1.165662646
added,-8.125,-53.75837326
expansion,12.17513561,4.541162968
warms,17.11063194,-42.77006531
respond,-22.51430511,-0.399781853
Ocean,-47.03432465,31.66148949
waters,16.94599915,-29.54950905
therefore,29.19236565,-20.1455307
equal,4.175158978,-45.0148201
knowledge,44.36703873,2.258705616
Ice,-17.64822197,-43.01354218
essentially,-14.5947237,-30.06278038
mid,25.00888443,-10.63285351
Below,12.82701302,25.02541733
currently,40.37665558,10.63030815
throughout,23.48631668,-37.10027313
affect,11.37583828,-25.73841286
released,-16.23641205,11.56223965
pose,10.24653721,-26.13796997
aspects,7.858871937,-5.196308613
increasingly,9.499682426,6.373934269
compromised,-15.84950638,-15.51492786
Many,6.223624229,37.79266357
beginning,31.71134949,-1.865696073
incorporate,33.76783371,-16.52648354
planning,10.2245388,-16.77116966
streamflow,25.93346596,-22.82227516
competing,22.92717361,-5.57078743
wildfire,-35.63196182,-17.87508774
insect,2.449909449,-31.15337181
tree,6.224966526,-29.87516212
availability,-20.96966743,13.3183794
Lakes,-39.07563782,35.60053253
yields,-24.96315765,-20.59398842
additional,-8.451123238,-22.36425781
References,-20.79388237,19.86384964
Policymakers,-0.384994596,17.15158272
Adaptation,-1.864774346,32.50410843
Contribution,-12.97061825,46.13450241
Working,-12.91342163,47.14565277
Group,-12.93416214,47.33623505
II,12.00624752,37.1172142
Cambridge,-12.06202316,33.29987717
University,-15.90283775,27.40540886
Press,-12.22706223,32.72060776
UK,-11.50896168,31.36509132
p,5.723579407,10.52655125
Physical,12.73652554,35.64243698
Basis,11.75264931,33.53656006
Fifth,-11.22760773,46.05001068
Stocker,-21.7172718,19.68449974
T,-21.56904602,20.28514862
F,-21.42576981,18.99223518
D,-25.07361603,23.27779198
G,-23.25479889,18.89977837
K,-22.81111336,20.68289757
M,-24.18382835,19.22976685
J,-23.88575172,17.92213631
V,-22.47210121,18.35141182
P,-23.15265083,18.5050106
NY,-12.17899895,33.921772
USA,-10.13477612,28.23101997
th,-36.6063118,-17.08243752
Two,-2.553471088,-15.28241253
unusual,0.651138544,-49.1231842
event,54.1983757,0.674018145
rings,6.291154385,-29.88772011
cores,-2.528203964,-36.43333435
stable,4.136672497,-40.33533478
age,17.4242115,-51.76892853
today,-14.86409187,-49.22445679
Out,3.63718152,31.95602036
adaptation,-0.757855177,30.94906616
Latest,-0.289436162,31.3451004
resources,-14.81084824,2.342665195
Watch,0.111082077,32.33135605
movements,3.444546223,26.62033463
Explore,1.525399804,27.5760498
apps,1.810809851,27.79520988
reveal,5.048057556,5.211225033
flux,41.05122757,-19.29966736
Mobile,0.836984277,29.68546104
track,0.837116063,25.96758461
slow,29.19306374,-35.16249084
observing,37.99260712,-6.406067371
cover,-9.017599106,-50.49711609
shrinking,4.767845154,-54.44153976
See,-6.226467133,25.16811371
Articles,-46.9174881,-3.790781975
News,0.575453222,36.04764938
Blog,-1.61986959,32.29475403
vs,14.93537045,31.31433296
History,-4.628818512,27.02638817
Team,-48.64437103,9.815485001
Laboratory,-20.54624557,30.06311417
Institute,-20.4810009,36.00907898
Technology,-19.5848217,29.05800056
Site,-32.13074112,25.61426163
Editor,-32.10466003,25.62474823
Susan,-29.87642479,22.32855797
December,-27.42306709,41.61825562
instrument,32.30556107,-16.03448105
Goddard,-15.66874123,30.17155266
Space,-16.76619339,29.33418655
Project,8.217681885,25.64126968
Record,-34.3901825,18.44541359
faced,3.975175381,-13.19208241
refers,7.978954792,1.865517378
general,24.95425606,8.37816906
variation,26.49827385,-24.02573395
variability,24.43395615,-26.00222015
often,32.13560104,1.080143809
near,11.0824604,-43.77244568
aspect,24.75013161,-7.058076382
meteorological,-8.418977737,-41.07231522
stations,-33.03424835,12.26660347
present,-17.66110229,-26.20752907
lake,11.76722717,-37.14444351
climatic,14.03665161,-15.75443745
records,-16.71377373,-14.51155281
provide,-44.28017807,-27.2325058
comprehensive,-28.93173981,22.97397614
feed,-43.54821396,7.942008495
predict,34.62070847,-49.71501923
accuracy,22.16244316,7.728239059
mostly,19.81842804,-48.38168716
clouds,46.75733566,-12.76654243
releases,-3.464086533,-3.238682032
atmospheric,37.39103699,-0.829437077
influence,22.69227028,-5.080067635
gone,16.41721535,-12.81662083
cool,16.73607063,-12.49674034
contribute,15.55893803,-8.211374283
volcanic,39.7089119,-11.33608723
indicate,23.87020683,-20.43574524
ever,24.8651619,14.36898804
explained,22.71043205,29.57032776
alone,15.21819019,-3.730070591
play,29.0625782,-37.68976212
explain,23.23128319,24.84079933
specifically,20.17427826,8.957472801
GHG,20.31254387,-16.31389618
rapidly,-1.670240164,-18.29237747
important,43.65937805,-17.83374405
unprecedented,-2.23666811,-40.79449081
chief,-25.57619286,29.49834824
contributor,-25.60166168,30.24552155
coal,-5.533487797,-18.12656593
oil,-6.236951828,-17.4446106
primary,-4.732489586,-19.71293259
generated,-8.853408813,14.08857727
fires,-3.765402794,-25.07375908
livestock,-20.99518776,-19.98119164
production,-23.00120735,-20.53731155
industrial,-23.47033691,-11.68661976
processes,-24.6637516,-7.990179539
construction,-8.473398209,-19.4370594
cooling,17.49139977,-48.94867325
Though,23.5226059,-1.46617198
photosynthesis,1.760198593,-25.85123634
resulting,36.71526337,4.329378128
rose,17.62410355,-34.82365036
consider,40.94259262,-10.16285038
Economic,50.57597351,-18.82922363
Forum,-7.432190418,24.69523811
Risks,-2.73101759,33.78182602
failure,-8.23597908,22.86854744
coming,4.616924763,-2.674797058
mass,-7.615767479,-47.0561409
view,19.19618988,-2.811732531
river,11.07150936,-36.85071182
reached,-28.85482216,-20.3588295
June,-19.74367714,25.52896881
devastating,3.756953716,-20.46332169
creating,-3.598190308,-25.81553459
Mike,-8.446754456,23.55337334
going,18.07460213,-6.88337326
stronger,7.750860691,-38.87425232
mosquito,2.416031122,-30.38226891
yellow,1.13336134,-31.11643791
virus,1.699344993,-31.43364334
Ferguson,-2.751678944,9.126076698
Organization,-22.67354774,6.177159786
approximately,-21.63124084,30.97291374
stress,22.32264328,-16.71139526
basic,13.17603683,4.185885429
community,7.680673599,-0.506795526
displacement,12.85807323,-20.0253582
historical,1.286791325,-44.84980011
likelihood,12.78024387,-19.46007729
ago,-33.5864296,-11.80438995
driven,33.94034576,16.00370598
social,10.61176395,-6.443550587
Islands,-44.65819931,32.47132874
heating,-5.775418758,-34.57465363
melt,2.404997826,-45.84047318
Island,-35.08479691,-13.88216686
particular,-15.45004272,-6.028643608
quarter,-5.106378555,-24.65776634
contributing,7.157566071,-25.94386482
bleaching,10.35931778,-31.61802292
capable,-2.395861387,-21.79542351
killing,-1.342257977,-24.01161385
bears,-18.66451645,-30.98234367
seeking,27.51449394,30.95904541
climates,5.402727604,-24.8374691
fundamentally,-10.0703001,-12.50062466
transform,-9.960881233,-12.58920479
On,-22.48923492,23.89180756
side,7.721185207,22.54166222
milder,3.220416546,-34.2085495
thrive,-0.568676353,-24.92083168
instance,-5.747079849,-3.484820843
settled,23.82189941,-3.385451078
nothing,22.34457207,-55.95351028
debate,23.05694389,11.71314335
reality,8.166124344,-53.7428894
scientific,31.8643837,16.99627686
body,4.85343647,15.08013439
observed,35.14235306,1.248236299
millennia,-2.313477993,-39.45270157
warmed,-13.40234661,-40.7752533
amounts,24.63378143,-8.892180443
previous,23.42358589,33.16587448
lies,22.37403679,3.797027349
actively,9.885111809,13.39398479
publishing,9.884236336,13.42725372
endorse,14.41592026,4.909315109
consensus,14.39163399,7.150006771
position,6.163664341,7.06490469
extremely,2.979966879,22.13201141
anthropogenic,20.70736885,-16.09262276
forcings,47.68241882,11.4174118
require,-13.2119894,-17.57861519
actions,-3.561539888,-12.42288589
away,-14.88041973,12.2079525
toward,27.24650764,24.94503975
limit,-28.70214081,-18.86793137
output,16.186203,-51.76779175
however,-2.782266617,12.47036076
fully,5.31005621,-3.52996397
limits,-13.1590147,-24.95743942
move,2.105520964,-7.101384163
promote,-2.941228867,-6.365858078
First,-15.5793581,7.878317356
ignores,20.69203758,1.876972079
revolution,41.16563416,1.722763896
billions,-7.940128326,-14.72483158
dollars,-7.99032259,-14.72142601
commitments,-2.869895458,-10.83011055
security,0.900476575,-17.44358635
fundamental,17.11203384,0.776396096
ensure,-51.03302765,-12.34079933
individuals,-3.258055687,-6.041864395
Illinois,-18.70734406,5.35663414
bolster,-1.535979867,-13.95591164
November,-7.250928879,26.80225372
phone,-17.92663574,3.320422888
call,-17.76815605,3.36233139
Congress,-18.13842201,2.656570196
supporting,-0.589436352,3.728587627
projects,-2.325094938,-7.772237778
Live,0.348081023,32.52014542
Around,21.63173485,15.31193256
ignore,22.64996338,15.63714314
foreign,-3.24070406,-9.988490105
policy,11.2940979,-0.591603279
Actually,3.79735589,31.82773781
determine,-3.403660297,8.276543617
political,4.240708828,20.6245575
Deniers,-1.235660672,41.28676224
group,2.992254734,1.856954455
Just,-14.1917448,8.052167892
Like,-3.666307688,15.23462486
techniques,-3.360813141,-0.36174643
create,-3.485120296,-1.202467561
old,-9.462269783,-35.53541946
extra,-12.08975315,-22.61968613
Age,-17.64274406,-43.68539429
sinking,20.71895409,-36.18481445
response,3.316225529,-8.782142639
budget,4.077472687,-9.236097336
Talk,-18.44920731,-60.08944702
Skeptic,-19.43841553,-59.17303848
base,-24.41380692,14.75090313
Do,-2.46521759,37.6180954
led,-0.323496163,18.50077248
join,21.31583214,-57.15673828
authors,-0.534215629,11.24447346
line,-11.0763464,-60.48628616
slowing,36.48994446,-34.63474274
Keeping,-6.065472126,36.80446243
Close,-6.40755415,36.06300735
program,-10.69784355,24.43072128
truly,0.653535962,19.88468933
blame,34.10162735,-2.587459564
focus,2.32362628,-12.25918388
actual,0.602942705,-1.225515842
Week,-1.513012409,28.80229378
Yet,12.75829697,46.96479797
confused,-2.154891253,-14.07952023
math,-2.598193169,-14.44625187
minimal,-2.276714802,-0.881967902
myths,1.056136489,33.31223679
CBS,0.049188081,35.11380005
Election,-0.307122916,34.5120163
Results,-1.453190684,34.75077057
Newsletters,-47.03527069,7.841311932
O,-19.75545311,15.05377007
Donnell,-19.74967766,15.15880489
Coronavirus,-52.80677414,23.27451515
US,-26.82718468,16.53692055
Politics,-46.64031601,8.90219593
Biden,-16.92863083,37.96438599
Second,-15.31039238,8.684096336
COVID,18.09358025,45.37779236
impose,-12.43144226,-21.26608086
Southern,-0.519632041,-40.18375397
rules,-1.880632877,13.52657413
meat,-20.19931984,-20.41405296
rights,-41.60059357,7.847155094
House,-19.37325096,26.76775742
Arizona,-16.3178215,36.59016037
coverage,5.291949749,27.11904716
Georgia,-16.31524086,36.46250153
Justice,-46.68507385,9.108190536
fraud,4.885118008,8.836530685
team,-17.83455276,38.32039261
runoff,10.39920521,-30.36643791
secretary,-16.87983704,38.08587265
results,-1.830468893,13.79842281
post,23.74757195,12.87798023
Local,0.924584508,31.50860405
Jeff,1.730992198,34.34160233
Berardelli,1.710707426,34.33554077
engaged,0.531913161,6.095108986
discussion,25.3782711,6.428347588
online,-24.84592056,12.69753361
probably,0.185848698,6.519669056
arguments,16.44303703,27.55095482
claims,17.08284569,15.61696339
logical,28.8265152,13.08586979
misleading,18.56515121,7.464108944
outright,9.795863152,9.154138565
misinformation,21.76291466,-3.833518028
popular,15.23844337,2.92567277
trigger,16.87750435,-51.15970993
topics,18.50213623,3.599265099
studied,18.70798302,2.558745623
debunked,18.59606171,3.33146286
Nevertheless,17.16895676,4.834259033
persist,19.05632782,-0.558113515
organized,-5.081850052,20.49241447
campaign,-13.75269318,1.989008784
special,-3.111657858,-3.34564662
interests,9.734372139,2.326392174
whose,12.45689774,17.04320145
raise,-13.70799446,-23.31232643
doubts,15.94676971,5.685418129
among,10.79435349,14.90553474
Myth,31.3392601,-7.728049755
TRUE,11.22636223,-2.667100906
ages,19.61607552,-51.41949081
warmest,1.329070687,24.69307899
Fire,-25.6227951,29.23642921
sand,12.66899967,-30.41731262
predictable,33.96947479,-50.17920303
cycles,7.501189709,-46.62271118
gradually,13.16793251,-29.86724472
majority,-7.492483616,9.687731743
graph,9.933449745,28.0305748
irradiance,12.67111492,-46.69981384
peak,-12.33761024,-38.70378494
meaning,26.55345726,-16.86534882
minor,13.56301117,-13.18395329
varied,9.141568184,-49.85247421
Carbon,-54.03994751,22.1982975
tiny,-27.83990479,-42.64844513
makes,-27.16399002,5.971077442
fraction,-27.82909584,-42.64978409
shown,39.37084198,22.71295166
dropped,26.54810333,-8.364002228
noted,20.02092171,-40.8263092
feedbacks,47.67845535,11.42751312
vapor,31.75453186,-39.46931458
condenses,29.86628532,-38.39358139
thus,10.64403343,-4.373842239
abundant,15.41580677,-38.85756683
colder,1.063687205,-35.87781143
Positive,35.05338287,-20.91905022
concerned,17.44711113,0.727773964
vast,8.958709717,38.53210068
Since,-8.554216385,-28.67222595
disagree,14.54481506,12.37287521
belief,24.84483147,5.095551014
analyses,24.92246246,-21.80548477
famous,3.793278456,1.223778129
Skeptical,-1.430509686,28.79972649
Multiple,37.53223419,16.05545044
peer,-38.28330994,-29.10957909
reviewed,-38.28300476,-29.11048889
journals,-3.419279575,10.52087212
addition,-16.20155144,-19.49657059
organizations,4.746604919,19.17338371
issued,3.956059217,16.25679398
statements,29.20548058,8.377987862
endorsing,2.929508686,15.98091984
perspective,-46.76634216,-19.83309555
understand,19.84005737,-8.702216148
almost,-1.66208005,10.58465195
real,45.47623444,5.652984142
called,-48.61412811,-23.15101051
always,18.39138031,-59.11334229
No,25.85844612,18.30846977
concluded,-7.846055508,-0.601871192
Geoscience,-7.688037872,-0.289086103
various,4.498990059,1.9804914
reasons,29.69080734,12.49908733
examples,-17.77184296,-8.541772842
fluctuations,-2.676983356,-39.35942841
shorter,7.033235073,-45.90082932
volcanoes,19.3825264,-48.7449379
cooled,11.51580524,-21.21891594
None,18.21509933,-5.820240974
contrast,22.99881935,22.29873848
physics,-9.370715141,15.97724628
Dr,-31.00113869,22.13559341
estimate,-9.771824837,-3.83725214
experienced,10.50246429,-38.12358475
brief,22.34072495,10.36855507
showing,24.39719772,22.11796379
factor,48.72523499,-19.90549088
Brief,-7.90080595,28.16719818
happened,25.15080643,-13.10078335
obvious,32.09793854,-29.19496536
cited,12.73537159,28.85887718
held,16.73768806,-22.72869682
existence,35.74262238,-18.80054092
issue,18.47789192,1.843509674
broad,14.61179543,-7.340744972
shift,18.98753357,0.819191039
short,51.8494873,-23.69970703
sometimes,11.95587063,14.61310387
abrupt,15.27187538,-21.84030914
given,6.940691948,9.594126701
location,9.419075966,-23.19091988
think,-20.328619,5.842899323
overall,-2.767169952,-42.83607101
compared,-23.54591179,-33.19287491
snaps,5.773856163,-38.05863571
exists,9.594120026,-50.10672379
wrong,27.77436829,18.87075424
believe,6.498178005,0.549840152
newspaper,-10.62012482,7.146080017
headlines,-9.644954681,6.371853828
warning,-10.21750355,6.032914639
reveals,32.25312805,20.07234955
articles,1.199759722,9.292949677
papers,31.57152557,3.979145765
minority,11.89546871,15.82960796
infancy,23.06287575,-5.970988274
learning,21.88440323,-3.989571571
forces,21.81460381,-18.40426064
researchers,9.047847748,11.51078892
prominent,11.16525936,18.3152523
aerosols,13.08987045,-54.92005157
testing,24.46606064,-7.955190182
made,18.22872734,6.389009476
conducted,-13.59537315,17.32649231
survey,-11.67889309,17.71853638
literature,15.41205406,25.61275864
research,-16.39019775,5.621495247
indicated,-25.88986778,-5.38226366
either,36.69371796,-3.466449499
never,42.29381561,-26.08892822
let,15.24012184,-3.539101124
write,16.43974686,-2.910478354
suggests,25.45205688,12.72303391
compelling,33.3984108,9.88117981
stories,9.608240128,52.76304626
included,-19.39846039,42.08286285
contradictory,12.95907402,5.47341156
theories,27.26264,-5.259805679
exception,19.32035255,6.848071098
rule,20.90213585,7.308540821
politicians,13.15929031,8.640948296
doubt,13.72298813,0.706824958
credibility,22.76184273,9.21053791
handful,17.50830078,3.315636635
unreliable,34.61886597,-4.70119381
talking,18.34919357,17.52515793
skeptics,10.93744373,18.52190781
plausible,36.56623459,8.719550133
argument,28.32139015,5.744209766
relied,27.58651924,6.306316853
independent,2.575979948,19.5746727
remarkably,26.9018383,4.350913048
consistent,43.83490753,5.284090519
NOAA,-32.90504074,16.35187912
Meteorological,-11.11993408,19.54532814
Service,-33.2687149,16.19883919
Centre,-22.79153633,39.33036804
Forecasts,19.60632896,38.86732864
account,44.00980377,-13.39028931
Urban,-36.30081558,-13.41320992
surfaces,-15.2190733,-15.25511646
releasing,26.9399147,-20.72236443
concern,4.014921665,-7.671989441
phenomena,29.88282394,3.118901014
conclusion,28.74426079,3.278933764
sites,-32.56563568,2.849028349
rural,32.25186539,-14.22065449
substantial,-18.80381203,-20.3648243
carefully,20.24461746,12.92473221
methods,4.408426762,-9.642069817
Berkeley,31.1578846,-8.738491058
accurate,-34.39665985,-5.276145458
complex,26.56707954,7.955622196
rather,32.49017334,15.64316082
computer,47.75526047,-11.05598736
impressively,27.07971573,1.566943765
advanced,28.4609127,0.863869965
predicting,28.31628036,0.795850039
head,-14.30134869,24.03277969
Studies,-15.68322086,30.08959961
